residence_icb_code,residence_icb_name,provider_icb_code,provider_icb_name,age_group_admission,gender,ethnic_category_2,imd_quintile,provider_type,legal_status_group,lda_flag,der_ward_type_desc_first,oap_flag,spell_count,bed_days,bed_days_exHL,bed_days_delayed_days
AT1,AT1: Anytown ICB_1,AT1,AT1: Anytown ICB_1,25-64,1,Other ethnic groups,2,NHS,Not formally detained,Yes,Adult Mental Health Ward,0,1,34,35,0
AT1,AT1: Anytown ICB_1,AT1,AT1: Anytown ICB_1,25-64,2,White,NA,NHS,Not formally detained,Yes,Adult Mental Health Ward,0,4,213,204.5,0
AT1,AT1: Anytown ICB_1,AT4,AT4: Anytown ICB_4,25-64,1,Black or Black British,1,Independent,Not formally detained,No,Adult Mental Health Ward,1,1,51,52.5,0
AT1,AT1: Anytown ICB_1,AT7,AT7: Anytown ICB_7,25-64,1,Other ethnic groups,4,Independent,Not formally detained,No,Adult Mental Health Ward,1,1,164,163,0
AT1,AT1: Anytown ICB_1,AT1,AT1: Anytown ICB_1,18-24,1,NA,2,NHS,Not formally detained,Yes,Adult Mental Health Ward,0,1,53,50,0
AT1,AT1: Anytown ICB_1,AT1,AT1: Anytown ICB_1,25-64,1,White,3,NHS,Formally detained,No,Adult Mental Health Ward,0,32,1726.5,1458,75
AT17,AT17: Anytown ICB_17,AT1,AT1: Anytown ICB_1,25-64,1,Asian or Asian British,1,NHS,Formally detained,No,Adult Mental Health Ward,1,1,120,117,0
AT1,AT1: Anytown ICB_1,AT1,AT1: Anytown ICB_1,18-24,1,Mixed,3,NHS,Not formally detained,Yes,Adult Mental Health Ward,0,2,76,74,0
AT1,AT1: Anytown ICB_1,AT2,AT2: Anytown ICB_2,25-64,2,White,4,Independent,Formally detained,No,Adult Mental Health Ward,1,1,267,251,0
AT1,AT1: Anytown ICB_1,AT1,AT1: Anytown ICB_1,18-24,1,White,NA,NHS,Formally detained,No,Adult Mental Health Ward,0,1,254,266,0
AT1,AT1: Anytown ICB_1,AT2,AT2: Anytown ICB_2,65+,1,NA,1,Independent,Not formally detained,No,Adult Mental Health Ward,1,1,151,145,0
AT1,AT1: Anytown ICB_1,AT1,AT1: Anytown ICB_1,00-17,1,White,1,NHS,Not formally detained,No,Learning Disabilities Ward,0,42,6352.5,6352.5,0
AT1,AT1: Anytown ICB_1,AT1,AT1: Anytown ICB_1,65+,1,NA,5,NHS,Formally detained,No,Adult Mental Health Ward,0,1,7,2,0
AT1,AT1: Anytown ICB_1,AT1,AT1: Anytown ICB_1,25-64,1,NA,3,NHS,Formally detained,Yes,Adult Mental Health Ward,0,3,257,250,113
AT1,AT1: Anytown ICB_1,AT1,AT1: Anytown ICB_1,18-24,1,Mixed,1,NHS,Formally detained,Yes,Adult Mental Health Ward,0,1,223,219,0
AT3,AT3: Anytown ICB_3,AT1,AT1: Anytown ICB_1,25-64,2,White,3,NHS,Not formally detained,Yes,Learning Disabilities Ward,1,19,58,56,0
AT1,AT1: Anytown ICB_1,AT1,AT1: Anytown ICB_1,25-64,2,Asian or Asian British,1,NHS,Formally detained,No,Adult Mental Health Ward,0,1,18,18,0
AT1,AT1: Anytown ICB_1,AT1,AT1: Anytown ICB_1,25-64,1,White,3,NHS,Formally detained,Yes,Adult Mental Health Ward,0,4,157,157,0
AT1,AT1: Anytown ICB_1,AT1,AT1: Anytown ICB_1,25-64,1,Mixed,3,NHS,Not formally detained,No,Adult Mental Health Ward,0,2,76,74,0
AT1,AT1: Anytown ICB_1,AT16,AT16: Anytown ICB_16,25-64,1,White,3,NHS,Not formally detained,No,Adult Mental Health Ward,1,1,19,19,0
AT1,AT1: Anytown ICB_1,AT1,AT1: Anytown ICB_1,65+,1,NA,2,NHS,Not formally detained,No,Adult Mental Health Ward,0,1,156,152,0
AT1,AT1: Anytown ICB_1,AT1,AT1: Anytown ICB_1,25-64,1,White,3,NHS,Formally detained,Yes,Learning Disabilities Ward,0,24,573,561,0
AT1,AT1: Anytown ICB_1,AT1,AT1: Anytown ICB_1,25-64,1,NA,1,NHS,Not formally detained,No,Adult Mental Health Ward,0,8,270,244,0
AT1,AT1: Anytown ICB_1,AT5,AT5: Anytown ICB_5,65+,2,White,4,Independent,Not formally detained,No,NA,1,1,9,10,0
AT1,AT1: Anytown ICB_1,AT1,AT1: Anytown ICB_1,25-64,2,White,2,NHS,Formally detained,Yes,Learning Disabilities Ward,0,31,592,573,0
AT1,AT1: Anytown ICB_1,AT1,AT1: Anytown ICB_1,00-17,1,Asian or Asian British,3,NHS,Not formally detained,Yes,Learning Disabilities Ward,0,10,93.5,85.5,0
AT1,AT1: Anytown ICB_1,AT1,AT1: Anytown ICB_1,25-64,2,White,2,NHS,Not formally detained,Yes,Adult Mental Health Ward,0,4,157,152,0
AT1,AT1: Anytown ICB_1,AT1,AT1: Anytown ICB_1,65+,1,White,2,NHS,Not formally detained,No,Adult Mental Health Ward,0,8,450,428,0
AT1,AT1: Anytown ICB_1,AT1,AT1: Anytown ICB_1,18-24,1,White,2,NHS,Formally detained,Yes,Adult Mental Health Ward,0,1,223,236,0
AT28,AT28: Anytown ICB_28,AT1,AT1: Anytown ICB_1,18-24,1,NA,4,NHS,Not formally detained,No,Adult Mental Health Ward,1,1,25,28,0
AT1,AT1: Anytown ICB_1,AT1,AT1: Anytown ICB_1,65+,2,NA,4,NHS,Formally detained,No,Adult Mental Health Ward,0,1,116,97,0
AT1,AT1: Anytown ICB_1,AT1,AT1: Anytown ICB_1,00-17,1,Mixed,2,NHS,Not formally detained,No,Learning Disabilities Ward,0,19,2292,2912,0
AT1,AT1: Anytown ICB_1,AT1,AT1: Anytown ICB_1,25-64,1,White,5,NHS,Not formally detained,No,Adult Mental Health Ward,0,7,351,357,0
AT1,AT1: Anytown ICB_1,AT1,AT1: Anytown ICB_1,18-24,1,White,3,NHS,Not formally detained,Yes,Adult Mental Health Ward,0,2,75,74,0
AT1,AT1: Anytown ICB_1,AT1,AT1: Anytown ICB_1,65+,1,NA,3,NHS,Formally detained,No,Adult Mental Health Ward,0,1,72,53,0
AT1,AT1: Anytown ICB_1,AT1,AT1: Anytown ICB_1,18-24,2,Asian or Asian British,3,NHS,Not formally detained,No,Adult Mental Health Ward,0,1,305,283,0
AT1,AT1: Anytown ICB_1,AT30,AT30: Anytown ICB_30,25-64,1,White,1,NHS,Formally detained,No,Adult Mental Health Ward,1,1,24,24,0
AT13,AT13: Anytown ICB_13,AT1,AT1: Anytown ICB_1,25-64,2,NA,NA,NHS,Formally detained,No,Adult Mental Health Ward,1,1,5,4.5,0
AT14,AT14: Anytown ICB_14,AT1,AT1: Anytown ICB_1,18-24,1,White,1,NHS,Formally detained,No,Adult Mental Health Ward,1,1,146,114,0
AT1,AT1: Anytown ICB_1,AT1,AT1: Anytown ICB_1,25-64,2,Black or Black British,4,NHS,Not formally detained,No,Adult Mental Health Ward,0,2,97,93.5,0
AT1,AT1: Anytown ICB_1,AT1,AT1: Anytown ICB_1,18-24,2,White,3,NHS,Not formally detained,Yes,Learning Disabilities Ward,0,7,34,34,0
AT1,AT1: Anytown ICB_1,AT1,AT1: Anytown ICB_1,00-17,1,Black or Black British,1,NHS,Formally detained,No,Learning Disabilities Ward,0,8,1080,844,0
AT1,AT1: Anytown ICB_1,AT1,AT1: Anytown ICB_1,18-24,1,Black or Black British,1,NHS,Not formally detained,Yes,Adult Mental Health Ward,0,2,400,448,0
AT1,AT1: Anytown ICB_1,AT1,AT1: Anytown ICB_1,65+,1,NA,5,NHS,Formally detained,No,Adult Mental Health Ward,0,1,100,104,16
AT1,AT1: Anytown ICB_1,AT1,AT1: Anytown ICB_1,65+,1,White,4,NHS,Not formally detained,No,Adult Mental Health Ward,0,1,3,3,0
AT1,AT1: Anytown ICB_1,AT19,AT19: Anytown ICB_19,25-64,1,White,2,NHS,Not formally detained,Yes,Adult Mental Health Ward,1,1,1,0.5,0
AT1,AT1: Anytown ICB_1,AT1,AT1: Anytown ICB_1,25-64,1,Asian or Asian British,NA,NHS,Not formally detained,Yes,Learning Disabilities Ward,0,7,94,97,0
AT1,AT1: Anytown ICB_1,AT1,AT1: Anytown ICB_1,25-64,1,Black or Black British,1,NHS,Not formally detained,No,Adult Mental Health Ward,0,3,164,146,0
AT1,AT1: Anytown ICB_1,AT2,AT2: Anytown ICB_2,25-64,2,Other ethnic groups,1,Independent,Not formally detained,No,Adult Mental Health Ward,1,2,151,150,0
AT11,AT11: Anytown ICB_11,AT1,AT1: Anytown ICB_1,25-64,2,Other ethnic groups,3,NHS,Formally detained,No,Adult Mental Health Ward,1,1,247,243,0
AT1,AT1: Anytown ICB_1,AT4,AT4: Anytown ICB_4,65+,1,Asian or Asian British,3,Independent,Formally detained,No,Adult Mental Health Ward,1,1,29,29,0
AT1,AT1: Anytown ICB_1,AT1,AT1: Anytown ICB_1,25-64,2,White,5,NHS,Formally detained,Yes,Adult Mental Health Ward,0,8,933,1006,0
AT1,AT1: Anytown ICB_1,AT5,AT5: Anytown ICB_5,25-64,1,Black or Black British,2,Independent,Formally detained,Yes,NA,1,1,41,39,0
AT13,AT13: Anytown ICB_13,AT1,AT1: Anytown ICB_1,25-64,2,White,NA,NHS,Not formally detained,No,Adult Mental Health Ward,1,1,26,25,0
AT3,AT3: Anytown ICB_3,AT1,AT1: Anytown ICB_1,00-17,1,White,3,NHS,Not formally detained,No,Learning Disabilities Ward,1,1,45,47,0
AT1,AT1: Anytown ICB_1,AT1,AT1: Anytown ICB_1,65+,1,White,3,NHS,Formally detained,No,Adult Mental Health Ward,0,7,1018,1173,49
AT1,AT1: Anytown ICB_1,AT1,AT1: Anytown ICB_1,25-64,1,NA,2,NHS,Formally detained,No,Adult Mental Health Ward,0,5,282,279,9
AT13,AT13: Anytown ICB_13,AT1,AT1: Anytown ICB_1,25-64,2,White,NA,NHS,Not formally detained,No,Adult Mental Health Ward,1,1,35,35,0
AT15,AT15: Anytown ICB_15,AT1,AT1: Anytown ICB_1,18-24,2,Asian or Asian British,2,NHS,Not formally detained,No,Adult Mental Health Ward,1,1,22,21,0
AT1,AT1: Anytown ICB_1,AT36,AT36: Anytown ICB_36,65+,1,White,2,NHS,Formally detained,No,Adult Mental Health Ward,1,1,24,24,0
AT1,AT1: Anytown ICB_1,AT1,AT1: Anytown ICB_1,65+,1,Other ethnic groups,4,NHS,Not formally detained,No,Adult Mental Health Ward,0,3,215,207,0
AT1,AT1: Anytown ICB_1,AT4,AT4: Anytown ICB_4,18-24,2,White,4,Independent,Not formally detained,Yes,Adult Mental Health Ward,1,1,96,90,32
AT1,AT1: Anytown ICB_1,AT1,AT1: Anytown ICB_1,25-64,2,Asian or Asian British,3,NHS,Not formally detained,Yes,Learning Disabilities Ward,0,1,31,31,0
AT1,AT1: Anytown ICB_1,AT2,AT2: Anytown ICB_2,25-64,1,NA,1,Independent,Not formally detained,No,Adult Mental Health Ward,1,1,37,37,0
AT1,AT1: Anytown ICB_1,AT3,AT3: Anytown ICB_3,65+,2,NA,4,NHS,Formally detained,No,Adult Mental Health Ward,1,1,151,126,0
AT1,AT1: Anytown ICB_1,AT2,AT2: Anytown ICB_2,25-64,1,White,1,Independent,Not formally detained,Yes,Adult Mental Health Ward,1,1,163,151,0
AT1,AT1: Anytown ICB_1,AT1,AT1: Anytown ICB_1,25-64,2,Mixed,3,NHS,Formally detained,No,Adult Mental Health Ward,0,2,73,68,0
AT1,AT1: Anytown ICB_1,AT1,AT1: Anytown ICB_1,25-64,2,White,2,NHS,Not formally detained,No,Adult Mental Health Ward,0,1,10,9,0
AT1,AT1: Anytown ICB_1,AT1,AT1: Anytown ICB_1,25-64,2,NA,3,NHS,Not formally detained,No,Adult Mental Health Ward,0,4,275,272,113
AT1,AT1: Anytown ICB_1,AT1,AT1: Anytown ICB_1,65+,2,NA,4,NHS,Formally detained,No,Adult Mental Health Ward,0,1,61,61,0
AT1,AT1: Anytown ICB_1,AT1,AT1: Anytown ICB_1,18-24,1,Black or Black British,1,NHS,Formally detained,No,Adult Mental Health Ward,0,3,400,388,0
AT1,AT1: Anytown ICB_1,AT1,AT1: Anytown ICB_1,25-64,2,Black or Black British,2,NHS,Formally detained,No,Adult Mental Health Ward,0,1,21,22,0
AT1,AT1: Anytown ICB_1,AT7,AT7: Anytown ICB_7,25-64,1,Asian or Asian British,4,Independent,Not formally detained,No,Adult Mental Health Ward,1,1,37,34,0
AT1,AT1: Anytown ICB_1,AT1,AT1: Anytown ICB_1,65+,1,White,4,NHS,Not formally detained,No,Adult Mental Health Ward,0,8,1032,1006,29
AT1,AT1: Anytown ICB_1,AT1,AT1: Anytown ICB_1,18-24,2,NA,1,NHS,Formally detained,No,Adult Mental Health Ward,0,1,33,33,0
AT1,AT1: Anytown ICB_1,AT1,AT1: Anytown ICB_1,00-17,1,Black or Black British,2,NHS,Not formally detained,No,Learning Disabilities Ward,0,10,93.5,93.5,0
AT3,AT3: Anytown ICB_3,AT1,AT1: Anytown ICB_1,25-64,2,White,1,NHS,Formally detained,No,Adult Mental Health Ward,1,2,26,26,15
AT1,AT1: Anytown ICB_1,AT1,AT1: Anytown ICB_1,65+,1,NA,1,NHS,Not formally detained,No,Adult Mental Health Ward,0,3,31,31,0
AT16,AT16: Anytown ICB_16,AT1,AT1: Anytown ICB_1,18-24,1,NA,1,NHS,Not formally detained,Yes,Adult Mental Health Ward,1,1,74,74,0
AT1,AT1: Anytown ICB_1,AT5,AT5: Anytown ICB_5,25-64,2,NA,5,Independent,Not formally detained,No,NA,1,1,14,14,0
AT1,AT1: Anytown ICB_1,AT1,AT1: Anytown ICB_1,00-17,2,Black or Black British,1,NHS,Not formally detained,No,Learning Disabilities Ward,0,7,509,423,0
AT1,AT1: Anytown ICB_1,AT1,AT1: Anytown ICB_1,18-24,2,NA,4,NHS,Formally detained,No,Adult Mental Health Ward,0,1,33,33,0
AT1,AT1: Anytown ICB_1,AT1,AT1: Anytown ICB_1,65+,1,NA,5,NHS,Formally detained,No,Adult Mental Health Ward,0,1,59,61,0
AT1,AT1: Anytown ICB_1,AT8,AT8: Anytown ICB_8,65+,2,NA,2,NHS,Formally detained,No,Older People's Mental Health Ward,1,1,0.5,0.5,0
AT1,AT1: Anytown ICB_1,AT1,AT1: Anytown ICB_1,18-24,2,NA,4,NHS,Formally detained,No,Adult Mental Health Ward,0,1,53,50,0
AT1,AT1: Anytown ICB_1,AT1,AT1: Anytown ICB_1,25-64,1,Black or Black British,2,NHS,Not formally detained,No,Adult Mental Health Ward,0,11,576,647,84
AT1,AT1: Anytown ICB_1,AT1,AT1: Anytown ICB_1,65+,1,White,1,NHS,Formally detained,No,Adult Mental Health Ward,0,7,1055,1057,48
AT1,AT1: Anytown ICB_1,AT1,AT1: Anytown ICB_1,65+,2,NA,4,NHS,Formally detained,No,Adult Mental Health Ward,0,1,104,108,0
AT1,AT1: Anytown ICB_1,AT3,AT3: Anytown ICB_3,25-64,1,Asian or Asian British,4,NHS,Formally detained,No,Adult Mental Health Ward,1,1,37,37,0
AT1,AT1: Anytown ICB_1,AT1,AT1: Anytown ICB_1,65+,X,NA,5,NHS,Formally detained,No,Adult Mental Health Ward,0,1,104,103,0
AT1,AT1: Anytown ICB_1,AT1,AT1: Anytown ICB_1,25-64,1,Mixed,2,NHS,Not formally detained,Yes,Learning Disabilities Ward,0,10,230,230,0
AT1,AT1: Anytown ICB_1,AT5,AT5: Anytown ICB_5,25-64,2,NA,3,Independent,Not formally detained,No,NA,1,1,49,31,0
AT1,AT1: Anytown ICB_1,AT1,AT1: Anytown ICB_1,25-64,2,White,5,NHS,Not formally detained,No,Adult Mental Health Ward,0,16,1262,1694,46
AT1,AT1: Anytown ICB_1,AT2,AT2: Anytown ICB_2,25-64,1,Other ethnic groups,5,Independent,Not formally detained,No,Adult Mental Health Ward,1,1,19,18,0
AT1,AT1: Anytown ICB_1,AT1,AT1: Anytown ICB_1,00-17,2,White,1,NHS,Not formally detained,Yes,Learning Disabilities Ward,0,1,310,332,0
AT11,AT11: Anytown ICB_11,AT1,AT1: Anytown ICB_1,18-24,1,Other ethnic groups,4,NHS,Formally detained,No,Adult Mental Health Ward,1,1,247,257,0
AT1,AT1: Anytown ICB_1,AT1,AT1: Anytown ICB_1,65+,2,NA,NA,NHS,Not formally detained,No,Adult Mental Health Ward,0,1,72,73,0
AT1,AT1: Anytown ICB_1,AT1,AT1: Anytown ICB_1,18-24,1,White,5,NHS,Not formally detained,Yes,Adult Mental Health Ward,0,1,11,11,0
AT7,AT7: Anytown ICB_7,AT1,AT1: Anytown ICB_1,25-64,1,NA,1,NHS,Not formally detained,No,Adult Mental Health Ward,1,1,101,109,19
AT3,AT3: Anytown ICB_3,AT1,AT1: Anytown ICB_1,00-17,1,White,1,NHS,Not formally detained,No,Learning Disabilities Ward,1,1,83,77,0
AT1,AT1: Anytown ICB_1,AT5,AT5: Anytown ICB_5,25-64,1,Black or Black British,1,Independent,Not formally detained,Yes,NA,1,1,5,4,0
AT1,AT1: Anytown ICB_1,AT1,AT1: Anytown ICB_1,25-64,1,Mixed,3,NHS,Formally detained,Yes,Adult Mental Health Ward,0,2,283,279,0
AT1,AT1: Anytown ICB_1,AT1,AT1: Anytown ICB_1,00-17,2,White,4,NHS,Not formally detained,Yes,Learning Disabilities Ward,0,30,5403,5403,0
AT1,AT1: Anytown ICB_1,AT1,AT1: Anytown ICB_1,65+,2,Asian or Asian British,2,NHS,Formally detained,No,Adult Mental Health Ward,0,1,18,17,0
AT1,AT1: Anytown ICB_1,AT5,AT5: Anytown ICB_5,25-64,2,Black or Black British,5,Independent,Formally detained,No,NA,1,1,25,20,0
AT3,AT3: Anytown ICB_3,AT1,AT1: Anytown ICB_1,25-64,2,NA,3,NHS,Not formally detained,Yes,Learning Disabilities Ward,1,5,26,27,0
AT1,AT1: Anytown ICB_1,AT1,AT1: Anytown ICB_1,18-24,1,White,4,NHS,Not formally detained,Yes,Adult Mental Health Ward,0,1,115,111,0
AT1,AT1: Anytown ICB_1,AT1,AT1: Anytown ICB_1,00-17,1,White,3,NHS,Not formally detained,No,Learning Disabilities Ward,0,21,4381,5662.5,0
AT1,AT1: Anytown ICB_1,AT1,AT1: Anytown ICB_1,25-64,2,White,3,NHS,Not formally detained,No,Adult Mental Health Ward,0,15,878,717,46
AT1,AT1: Anytown ICB_1,AT1,AT1: Anytown ICB_1,25-64,1,NA,3,NHS,Formally detained,No,Adult Mental Health Ward,0,12,525,505,69
AT1,AT1: Anytown ICB_1,AT4,AT4: Anytown ICB_4,25-64,2,Asian or Asian British,5,Independent,Formally detained,No,Adult Mental Health Ward,1,1,28,26,0
AT1,AT1: Anytown ICB_1,AT1,AT1: Anytown ICB_1,25-64,1,NA,2,NHS,Formally detained,Yes,Adult Mental Health Ward,0,1,21,23,0
AT1,AT1: Anytown ICB_1,AT2,AT2: Anytown ICB_2,25-64,1,NA,1,Independent,Not formally detained,No,Adult Mental Health Ward,1,2,59,61,0
AT1,AT1: Anytown ICB_1,AT1,AT1: Anytown ICB_1,65+,1,Other ethnic groups,3,NHS,Formally detained,No,Adult Mental Health Ward,0,1,116,116,8
AT1,AT1: Anytown ICB_1,AT4,AT4: Anytown ICB_4,25-64,1,NA,NA,NHS,Formally detained,No,Adult Mental Health Ward,1,1,70,69,0
AT1,AT1: Anytown ICB_1,AT1,AT1: Anytown ICB_1,00-17,1,Asian or Asian British,3,NHS,Not formally detained,No,Learning Disabilities Ward,0,10,2144,2144,0
AT3,AT3: Anytown ICB_3,AT1,AT1: Anytown ICB_1,18-24,1,White,3,NHS,Not formally detained,Yes,Learning Disabilities Ward,1,10,34,35,0
AT1,AT1: Anytown ICB_1,AT1,AT1: Anytown ICB_1,25-64,2,White,4,NHS,Not formally detained,Yes,Learning Disabilities Ward,0,9,140,137.5,0
AT1,AT1: Anytown ICB_1,AT1,AT1: Anytown ICB_1,65+,2,White,5,NHS,Not formally detained,No,Adult Mental Health Ward,0,5,466,485.5,0
AT1,AT1: Anytown ICB_1,AT1,AT1: Anytown ICB_1,25-64,2,White,3,NHS,Not formally detained,No,Adult Mental Health Ward,0,16,1371,1458,0
AT1,AT1: Anytown ICB_1,AT1,AT1: Anytown ICB_1,18-24,1,Asian or Asian British,2,NHS,Not formally detained,Yes,Learning Disabilities Ward,0,16,2969,2642,0
AT1,AT1: Anytown ICB_1,AT1,AT1: Anytown ICB_1,18-24,1,White,1,NHS,Formally detained,Yes,Adult Mental Health Ward,0,6,357,365,0
AT1,AT1: Anytown ICB_1,AT1,AT1: Anytown ICB_1,65+,1,White,1,NHS,Formally detained,No,Adult Mental Health Ward,0,4,335,275,0
AT7,AT7: Anytown ICB_7,AT1,AT1: Anytown ICB_1,25-64,1,White,1,NHS,Not formally detained,No,Adult Mental Health Ward,1,1,320,331,0
AT1,AT1: Anytown ICB_1,AT9,AT9: Anytown ICB_9,65+,1,NA,2,Independent,Not formally detained,No,NA,1,1,110,109,16
AT1,AT1: Anytown ICB_1,AT1,AT1: Anytown ICB_1,25-64,1,White,1,NHS,Not formally detained,Yes,Adult Mental Health Ward,0,5,417,412,0
AT3,AT3: Anytown ICB_3,AT1,AT1: Anytown ICB_1,65+,2,White,5,NHS,Not formally detained,No,Adult Mental Health Ward,1,1,42,44,22
AT1,AT1: Anytown ICB_1,AT2,AT2: Anytown ICB_2,25-64,1,White,3,Independent,Not formally detained,No,Adult Mental Health Ward,1,1,38,38,0
AT1,AT1: Anytown ICB_1,AT1,AT1: Anytown ICB_1,25-64,2,White,2,NHS,Formally detained,Yes,Adult Mental Health Ward,0,4,405,396,0
AT1,AT1: Anytown ICB_1,AT1,AT1: Anytown ICB_1,65+,X,NA,2,NHS,Not formally detained,No,Adult Mental Health Ward,0,3,134,128,28
AT1,AT1: Anytown ICB_1,AT1,AT1: Anytown ICB_1,18-24,1,White,2,NHS,Not formally detained,Yes,Adult Mental Health Ward,0,1,115,115,0
AT1,AT1: Anytown ICB_1,AT1,AT1: Anytown ICB_1,25-64,1,White,4,NHS,Formally detained,Yes,Adult Mental Health Ward,0,5,405,372,0
AT1,AT1: Anytown ICB_1,AT1,AT1: Anytown ICB_1,00-17,2,White,2,NHS,Not formally detained,Yes,Learning Disabilities Ward,0,24,72.5,64,0
AT1,AT1: Anytown ICB_1,AT1,AT1: Anytown ICB_1,25-64,2,Mixed,5,NHS,Formally detained,Yes,Adult Mental Health Ward,0,1,28,28,0
AT1,AT1: Anytown ICB_1,AT5,AT5: Anytown ICB_5,25-64,1,Black or Black British,2,NHS,Formally detained,Yes,NA,1,1,25,25,0
AT1,AT1: Anytown ICB_1,AT1,AT1: Anytown ICB_1,25-64,2,White,3,NHS,Not formally detained,Yes,Learning Disabilities Ward,0,24,725,707,0
AT1,AT1: Anytown ICB_1,AT1,AT1: Anytown ICB_1,00-17,1,Black or Black British,3,NHS,Not formally detained,No,Learning Disabilities Ward,0,8,841,846,0
AT3,AT3: Anytown ICB_3,AT1,AT1: Anytown ICB_1,25-64,1,NA,3,NHS,Not formally detained,Yes,Learning Disabilities Ward,1,20,82,83,0
AT1,AT1: Anytown ICB_1,AT1,AT1: Anytown ICB_1,00-17,1,White,3,NHS,Formally detained,No,Learning Disabilities Ward,0,11,905,831,0
AT1,AT1: Anytown ICB_1,AT1,AT1: Anytown ICB_1,25-64,2,NA,1,NHS,Formally detained,Yes,Adult Mental Health Ward,0,1,53,53,0
AT1,AT1: Anytown ICB_1,AT1,AT1: Anytown ICB_1,65+,1,Other ethnic groups,3,NHS,Not formally detained,No,Adult Mental Health Ward,0,1,35,34,0
AT1,AT1: Anytown ICB_1,AT1,AT1: Anytown ICB_1,18-24,1,White,2,NHS,Not formally detained,Yes,Adult Mental Health Ward,0,1,3,2,0
AT1,AT1: Anytown ICB_1,AT1,AT1: Anytown ICB_1,18-24,2,Mixed,5,NHS,Not formally detained,Yes,Learning Disabilities Ward,0,7,97,94,0
AT1,AT1: Anytown ICB_1,AT1,AT1: Anytown ICB_1,18-24,1,Black or Black British,1,NHS,Formally detained,Yes,Adult Mental Health Ward,0,1,119,121,0
AT10,AT10: Anytown ICB_10,AT1,AT1: Anytown ICB_1,65+,2,White,5,NHS,Formally detained,Yes,Adult Mental Health Ward,1,1,11,11,0
AT1,AT1: Anytown ICB_1,AT1,AT1: Anytown ICB_1,65+,2,NA,3,NHS,Not formally detained,No,Adult Mental Health Ward,0,2,102,103,0
AT1,AT1: Anytown ICB_1,AT1,AT1: Anytown ICB_1,18-24,1,White,1,NHS,Not formally detained,Yes,Adult Mental Health Ward,0,6,647,561,36
AT1,AT1: Anytown ICB_1,AT1,AT1: Anytown ICB_1,25-64,1,White,5,NHS,Formally detained,No,Adult Mental Health Ward,0,34,1615.5,1969,0
AT1,AT1: Anytown ICB_1,AT1,AT1: Anytown ICB_1,25-64,1,White,5,NHS,Not formally detained,Yes,Adult Mental Health Ward,0,4,405,428,0
AT1,AT1: Anytown ICB_1,AT1,AT1: Anytown ICB_1,25-64,2,White,4,NHS,Not formally detained,Yes,Adult Mental Health Ward,0,5,182,178,0
AT1,AT1: Anytown ICB_1,AT1,AT1: Anytown ICB_1,25-64,1,Black or Black British,1,NHS,Not formally detained,Yes,Learning Disabilities Ward,0,9,230,241,0
AT1,AT1: Anytown ICB_1,AT1,AT1: Anytown ICB_1,25-64,2,White,3,NHS,Not formally detained,Yes,Adult Mental Health Ward,0,4,405,381,0
AT10,AT10: Anytown ICB_10,AT1,AT1: Anytown ICB_1,25-64,2,White,1,NHS,Formally detained,Yes,Adult Mental Health Ward,1,1,156,152,0
AT1,AT1: Anytown ICB_1,AT1,AT1: Anytown ICB_1,25-64,1,White,2,NHS,Not formally detained,Yes,Learning Disabilities Ward,0,11,128,132,0
AT1,AT1: Anytown ICB_1,AT1,AT1: Anytown ICB_1,65+,2,Black or Black British,5,NHS,Formally detained,No,Older People's Mental Health Ward,0,1,30,31,0
AT1,AT1: Anytown ICB_1,AT1,AT1: Anytown ICB_1,25-64,1,NA,3,NHS,Not formally detained,No,Adult Mental Health Ward,0,5,275,228,0
AT1,AT1: Anytown ICB_1,AT1,AT1: Anytown ICB_1,25-64,1,White,3,NHS,Formally detained,Yes,Adult Mental Health Ward,0,2,86,87,32
AT10,AT10: Anytown ICB_10,AT1,AT1: Anytown ICB_1,25-64,2,Asian or Asian British,1,NHS,Formally detained,No,Adult Mental Health Ward,1,1,56,53,0
AT1,AT1: Anytown ICB_1,AT1,AT1: Anytown ICB_1,25-64,1,NA,4,NHS,Formally detained,Yes,Adult Mental Health Ward,0,1,42,42,0
AT1,AT1: Anytown ICB_1,AT1,AT1: Anytown ICB_1,25-64,1,White,3,NHS,Formally detained,Yes,Adult Mental Health Ward,0,2,106,102,0
AT3,AT3: Anytown ICB_3,AT1,AT1: Anytown ICB_1,00-17,1,White,3,NHS,Formally detained,Yes,Learning Disabilities Ward,1,18,61,60,0
AT1,AT1: Anytown ICB_1,AT1,AT1: Anytown ICB_1,25-64,1,White,2,NHS,Formally detained,No,Adult Mental Health Ward,0,35,1726.5,1969,12
AT20,AT20: Anytown ICB_20,AT1,AT1: Anytown ICB_1,25-64,1,NA,5,NHS,Not formally detained,No,Adult Mental Health Ward,1,1,29,29,23
AT1,AT1: Anytown ICB_1,AT1,AT1: Anytown ICB_1,18-24,1,Asian or Asian British,2,NHS,Formally detained,No,Adult Mental Health Ward,0,1,79,83,0
AT1,AT1: Anytown ICB_1,AT6,AT6: Anytown ICB_6,65+,2,Other ethnic groups,5,NHS,Formally detained,No,Adult Mental Health Ward,1,1,13,13,0
AT3,AT3: Anytown ICB_3,AT1,AT1: Anytown ICB_1,25-64,1,White,NA,NHS,Not formally detained,No,Learning Disabilities Ward,1,19,64,64.5,0
